Name,Latitude ,Longitute,Estimated central pressure,MSSW,Pressure Drop,sst,Intensity
1bob22dd,5.3,84,1004,25,4,28.8,D
1bob22dd,5.6,83.7,1004,25,4,28.8,D
1bob22dd,6.1,83.4,1004,25,4,29,D
1bob22dd,7.1,83.3,1004,25,4,29,D
1bob22dd,7.8,83.1,1004,25,4,28.8,D
1bob22dd,8.5,83,1004,25,4,28.8,D
1bob22dd,8.9,82.9,1003,25,5,28.3,D
1bob22dd,9.2,82.8,1003,25,5,28.2,D
1bob22dd,10,82.7,1002,30,6,27.9,DD
1bob22dd,10.3,82.6,1002,30,6,27.9,DD
1bob22dd,11,82.6,1002,30,6,28,DD
1bob22dd,11.4,82.6,1002,30,6,28,DD
1bob22dd,11.6,82.6,1002,30,6,28,DD
1bob22dd,11.7,82.5,1002,30,6,28,DD
1bob22dd,11.5,82.4,1003,25,5,28,D
1bob22dd,11.2,82.2,1004,25,4,28,D
3bob22scs,9.4,91.3,996,25,4,30.9,D
3bob22scs,10.3,90.4,995,30,5,31,DD
3bob22scs,10.8,90.1,994,30,5,30.9,DD
3bob22scs,11.2,89.3,992,35,7,30.7,CS
3bob22scs,11.4,89.1,990,40,8,30.4,CS
3bob22scs,11.6,88.7,988,45,10,30.1,CS
3bob22scs,11.8,88.4,988,45,10,30,CS
3bob22scs,12.2,88.2,986,50,12,30,SCS
3bob22scs,12.4,87.9,986,50,12,29.9,SCS
3bob22scs,13,87.5,984,55,14,30.3,SCS
3bob22scs,13.3,87.2,984,55,14,31.5,SCS
3bob22scs,13.8,86.3,983,55,15,30.3,SCS
3bob22scs,14,86,982,55,16,30.3,SCS
3bob22scs,14.3,85.6,982,55,16,30.8,SCS
3bob22scs,14.5,85.3,982,55,16,30.9,SCS
3bob22scs,14.5,85,982,55,16,30.8,SCS
3bob22scs,14.6,84.6,982,55,16,31.2,SCS
3bob22scs,14.7,84.5,982,55,16,31.2,SCS
3bob22scs,14.7,84.2,982,55,16,30.8,SCS
3bob22scs,14.8,84,982,55,16,29,SCS
3bob22scs,14.8,83.3,984,55,14,28.9,SCS
3bob22scs,14.9,82.6,984,55,14,29.4,SCS
3bob22scs,15,82.4,984,55,14,29.8,SCS
3bob22scs,15.2,82.1,984,50,14,30.1,SCS
3bob22scs,15.2,82.1,985,50,13,30.1,SCS
3bob22scs,15.5,81.6,986,50,12,30.2,SCS
3bob22scs,15.6,81.3,986,45,10,29.9,CS
3bob22scs,15.8,81.4,988,45,10,29.9,CS
3bob22scs,15.9,81.4,988,45,10,29.9,CS
3bob22scs,16,81.3,990,40,8,29.8,CS
3bob22scs,16.1,81.3,990,40,8,29.8,CS
3bob22scs,16.3,81.3,992,35,6,29.8,DD
3bob22scs,16.4,81.3,993,30,5,29.8,DD
3bob22scs,16.2,81,994,30,5,30,DD
7arb22d,22.5,66.5,990,25,4,29.5,D
7arb22d,22.4,66,990,25,4,29.3,D
7arb22d,22.3,65.2,990,25,4,29,D
7arb22d,22.2,64.5,990,25,4,28.5,D
7arb22d,22.1,63.8,990,25,4,28.1,D
7arb22d,22,63.6,990,25,4,27.8,D
7arb22d,22,63.4,990,20,3,27.5,D
11bob22cs,12.7,92.4,1004,25,3,29,D
11bob22cs,13.7,91.3,1003,25,4,29,D
11bob22cs,14.2,90.5,1002,25,4,29.1,D
11bob22cs,14.9,89.8,1002,25,4,29.2,D
11bob22cs,15.3,89,1001,30,5,29.3,DD
11bob22cs,15.6,88.4,1000,30,6,29.3,DD
11bob22cs,15.9,88.2,1000,30,6,29.3,DD
11bob22cs,16.7,88.1,999,35,7,29.4,CS
11bob22cs,17,88.2,999,35,7,29.5,CS
11bob22cs,17.3,88.3,998,35,7,29.5,CS
11bob22cs,17.5,88.4,997,40,8,29.5,CS
11bob22cs,18,88.6,996,40,9,29.4,CS
11bob22cs,18.7,88.9,996,45,10,29.4,CS
11bob22cs,19.3,89.2,996,45,10,29.5,CS
11bob22cs,19.9,89.7,996,45,10,29.5,CS
11bob22cs,20.5,89.8,996,45,10,29.6,CS
11bob22cs,21.4,90.2,996,45,10,29.4,CS
13bob22scs,8.2,88.2,1000,25,3,28.5,D
13bob22scs,8.4,87,1000,25,4,28.5,D
13bob22scs,8.6,86.3,999,30,5,28.7,DD
13bob22scs,8.7,85.7,999,30,5,28.1,DD
13bob22scs,8.7,85.5,998,30,5,28.1,DD
13bob22scs,8.9,85,998,30,6,28.1,DD
13bob22scs,9.2,84.6,997,35,7,28.3,CS
13bob22scs,9.3,84.4,997,35,7,28.4,CS
13bob22scs,9.4,84.1,995,40,8,28.1,CS
13bob22scs,9.5,83.8,994,40,9,28.1,CS
13bob22scs,9.7,83.5,992,45,10,28,CS
13bob22scs,9.8,83.2,992,45,10,28.1,CS
13bob22scs,10.1,82.9,990,50,12,28,SCS
13bob22scs,10.4,82.6,990,50,12,27.9,SCS
13bob22scs,10.6,82.3,990,50,12,28,SCS
13bob22scs,10.7,82,990,50,12,28,SCS
13bob22scs,11,81.7,990,50,12,27.4,SCS
13bob22scs,11.1,81.5,991,45,11,27.4,CS
13bob22scs,11.4,81.3,992,45,10,27.5,CS
13bob22scs,11.7,81,992,45,10,27.2,CS
13bob22scs,12,80.8,993,40,9,27.7,CS
13bob22scs,12.2,80.6,994,40,8,27.4,CS
13bob22scs,12.5,80.3,995,35,7,27.7,CS
1bob21d,11,96.3,1000,25,3,30.3,D
1bob21d,11,96.3,1000,25,3,30.3,D
1bob21d,11.2,96.4,1000,25,3,30.3,D
1bob21d,11.8,96.8,1000,25,3,30.2,D
1bob21d,12.3,97.2,1000,25,3,30.4,D
1bob21d,13,97.5,1002,25,3,30.4,D
1bob21d,13.2,97.6,1004,20,2,30.4,D
2arb21escs,10.5,72.3,997,25,3,30.7,D
2arb21escs,11,72.5,996,25,4,30.5,D
2arb21escs,11.5,72.5,995,30,5,30.5,D
2arb21escs,11.6,72.6,995,30,6,30.5,DD
2arb21escs,12.2,72.6,993,35,7,30.5,CS
2arb21escs,12.2,72.6,992,40,8,30.5,CS
2arb21escs,12.7,72.5,992,40,8,30.2,CS
2arb21escs,12.8,72.5,992,40,8,30.3,CS
2arb21escs,13.2,72.6,990,45,10,30.4,CS
2arb21escs,13.5,72.7,990,45,10,30.6,CS
2arb21escs,13.8,72.7,985,55,15,30.6,SCS
2arb21escs,14.2,72.7,984,55,16,30.6,SCS
2arb21escs,14.5,72.6,982,60,18,31,SCS
2arb21escs,14.7,72.7,982,60,18,31,SCS
2arb21escs,15,72.7,979,65,21,31.2,VSCS
2arb21escs,15.3,72.7,976,70,24,31.2,VSCS
2arb21escs,15.7,72.7,976,70,24,31.2,VSCS
2arb21escs,16.2,72.6,976,70,24,31.2,VSCS
2arb21escs,16.7,72.5,972,75,28,31.1,VSCS
2arb21escs,17.2,72.3,968,80,32,30.2,VSCS
2arb21escs,17.5,72,964,85,36,30.7,VSCS
2arb21escs,18,71.7,960,90,40,30.7,ESCS
2arb21escs,18.5,71.5,950,100,50,30.6,ESCS
2arb21escs,18.8,71.5,950,100,50,30.5,ESCS
2arb21escs,19.2,71.4,950,100,50,30.4,ESCS
2arb21escs,19.6,71.4,950,100,50,29.9,ESCS
2arb21escs,20.1,71.3,955,95,45,29.5,ESCS
2arb21escs,20.5,71.2,960,90,40,29.2,ESCS
3bob21vscs,16.1,90.2,996,25,4,31.3,D
3bob21vscs,16.2,89.9,994,25,4,31.4,D
3bob21vscs,16.3,89.7,992,30,5,31.5,DD
3bob21vscs,16.3,89.7,990,35,7,31.4,CS
3bob21vscs,16.5,89.6,988,40,8,31.4,CS
3bob21vscs,16.4,89.6,988,40,8,31.4,CS
3bob21vscs,16.8,89.5,988,40,8,31.4,CS
3bob21vscs,17.1,89.3,986,45,10,31.3,CS
3bob21vscs,17.4,89.2,986,45,10,31.2,CS
3bob21vscs,17.6,89,984,50,12,31.1,SCS
3bob21vscs,17.8,88.9,982,55,14,31,SCS
3bob21vscs,18,88.6,980,55,16,30.8,SCS
3bob21vscs,18.3,88.3,980,55,16,30.6,SCS
3bob21vscs,18.7,88,978,60,18,30.6,SCS
3bob21vscs,19.1,88.1,978,60,18,30.6,SCS
3bob21vscs,19.5,88,976,65,20,30.5,VSCS
3bob21vscs,19.8,87.9,976,65,20,30.6,VSCS
3bob21vscs,20.1,87.8,974,70,24,30.6,VSCS
3bob21vscs,20.4,87.6,970,75,28,30.6,VSCS
3bob21vscs,20.8,87.3,970,75,28,30.4,VSCS
3bob21vscs,21.2,87.1,970,75,28,30.3,VSCS
4bob21dd,20.3,87.4,992,25,4,30.2,D
4bob21dd,20.4,87.1,992,25,4,30.2,D
4bob21dd,20.6,87,990,30,4,30.3,DD
4bob21dd,20.9,86.5,990,30,6,30.5,DD
5bob21cs,18.3,91.2,1000,25,4,29.6,D
5bob21cs,18.4,90.4,1000,25,4,29.5,D
5bob21cs,18.4,89.7,999,30,5,28.9,DD
5bob21cs,18.4,89.3,998,30,6,28.8,DD
5bob21cs,18.4,88.7,998,30,6,28.6,DD
5bob21cs,18.3,88.3,997,35,7,28.7,CS
5bob21cs,18.3,88.1,997,35,7,28.8,CS
5bob21cs,18.3,87.9,996,35,7,28.9,CS
5bob21cs,18.3,87.6,996,35,7,29,CS
5bob21cs,18.3,87.3,994,40,8,29,CS
5bob21cs,18.4,86.4,994,40,8,28.9,CS
5bob21cs,18.4,85.9,992,45,10,29.1,CS
5bob21cs,18.4,85.3,992,45,10,29.4,CS
5bob21cs,18.4,84.6,992,45,10,29.4,CS
6arb21scs,22.7,69.5,998,25,4,29.5,D
6arb21scs,22.7,68.6,998,25,4,29.4,D
6arb21scs,22.8,68.2,998,25,4,29.5,D
6arb21scs,23.1,67.4,998,25,4,29.2,D
6arb21scs,23.1,66.8,996,30,6,29.5,DD
6arb21scs,23.2,65.5,995,35,7,28.6,CS
6arb21scs,23.2,64.9,994,40,8,28.9,CS
6arb21scs,23.2,64.5,992,45,10,29.4,CS
6arb21scs,23.3,64.1,991,45,11,29.8,CS
6arb21scs,23.4,63.7,987,55,15,29.4,SCS
6arb21scs,23.6,63.4,986,55,16,29.4,SCS
6arb21scs,23.6,63.2,984,60,18,29.3,SCS
6arb21scs,23.8,62.8,984,60,18,29.4,SCS
6arb21scs,23.8,62.4,984,60,18,27.3,SCS
6arb21scs,23.9,62.1,984,60,18,27.5,SCS
6arb21scs,24.1,61.8,984,60,18,27.7,SCS
6arb21scs,24.3,61.3,984,60,18,28,SCS
6arb21scs,24.5,60.7,984,60,18,28.8,SCS
6arb21scs,24.5,60.4,984,60,18,29.1,SCS
6arb21scs,24.4,60,984,60,18,29.5,SCS
6arb21scs,24.4,59.7,984,60,18,29.7,SCS
6arb21scs,24.3,59.5,984,60,18,28.3,SCS
6arb21scs,24.2,59,984,60,18,29.4,SCS
6arb21scs,24.1,58.6,984,60,18,30.1,SCS
6arb21scs,24.1,58.3,984,60,18,30.8,SCS
6arb21scs,24,58,984,60,18,31.9,SCS
6arb21scs,24,57.7,984,60,18,32.2,SCS
6arb21scs,23.9,57.3,986,55,16,32.2,SCS
7arb21d,14,67.5,1002,25,4,27.9,D
7arb21d,14.2,67.2,1002,25,4,27.8,D
7arb21d,14.3,67,1002,25,4,27.7,D
7arb21d,14.5,66.8,1002,25,4,27.7,D
7arb21d,14.6,66.6,1002,25,4,27.5,D
7arb21d,14.7,66.4,1002,25,4,27.5,D
7arb21d,14.7,66.2,1002,25,4,27.5,D
7arb21d,14.6,65.9,1003,25,3,27.6,D
7arb21d,14.5,65.8,1003,25,3,27.6,D
8bob21d,10.6,83.4,1000,25,4,29.2,D
8bob21d,11.3,82.3,1000,25,4,29.3,D
8bob21d,12,81.5,1000,25,4,29.1,D
8bob21d,12.3,81.2,1000,25,4,29.1,D
8bob21d,12.6,80.8,1000,25,4,29.1,D
8bob21d,12.9,80.3,1000,25,4,28.7,D
10bob21cs,11,89,1004,25,4,28.8,D
10bob21cs,12,87.5,1004,25,4,29,D
10bob21cs,13.4,86.4,1002,30,5,29,DD
10bob21cs,14,86,1002,30,6,29,DD
10bob21cs,14.5,85.6,1001,35,7,28.8,CS
10bob21cs,15,85.3,1001,35,7,28.4,CS
10bob21cs,15.5,85,1000,40,8,28.6,CS
10bob21cs,15.7,85,1000,40,8,28.6,CS
10bob21cs,15.9,84.8,1000,40,8,28.5,CS
10bob21cs,16,84.9,1000,40,8,28.5,CS
10bob21cs,16.2,84.7,1000,40,8,28.3,CS
10bob21cs,16.3,84.7,1000,40,8,28.2,CS
10bob21cs,16.4,84.7,1001,35,7,28.2,CS
10bob21cs,16.5,84.7,1001,35,7,28.2,CS
10bob21cs,16.9,84.8,1002,30,6,28.3,DD
10bob21cs,17.5,85,1002,30,6,28.1,DD
10bob21cs,17.9,85.5,1002,30,6,28.1,DD
10bob21cs,18.7,85.7,1003,30,5,27.6,DD
10bob21cs,19.1,85.9,1003,30,5,27.5,DD
10bob21cs,19.5,86.2,1004,25,4,27.9,D
10bob21cs,20.1,86.9,1004,25,4,27,D
10bob21cs,20.6,87.3,1004,25,4,26.8,D
1bob20scs,10.4,87,1000,25,3,31.6,D
1bob20scs,10.7,86.5,1000,25,3,31.9,D
1bob20scs,10.9,86.3,1000,25,3,32,D
1bob20scs,10.9,86.3,998,30,5,32,DD
1bob20scs,10.9,86.3,996,35,7,32,CS
1bob20scs,11,86.2,995,40,8,32.2,CS
1bob20scs,11.1,86.1,995,40,8,32.2,CS
1bob20scs,11.3,86.1,994,45,10,32.3,CS
1bob20scs,11.4,86,993,45,11,32.2,CS
1bob20scs,11.4,86,990,50,12,32.2,SCS
1bob20scs,11.5,86,988,55,15,32.2,SCS
1bob20scs,11.7,86,980,65,22,32.1,VSCS
1bob20scs,12,86,978,70,25,32.1,VSCS
1bob20scs,12.8,86.2,972,75,28,30.8,VSCS
1bob20scs,12.5,86.1,970,80,32,31.7,VSCS
1bob20scs,12.9,86.4,962,90,40,30.8,ESCS
1bob20scs,13.2,86.3,952,100,50,30,ESCS
1bob20scs,13.3,86.2,936,115,66,29.9,ESCS
1bob20scs,13.4,86.2,930,120,72,29.9,SuCS
1bob20scs,13.7,86.2,930,120,72,29.7,SuCS
1bob20scs,14,86.3,926,125,76,29.3,SuCS
1bob20scs,14.5,86.4,926,125,76,29.5,SuCS
1bob20scs,14.9,86.5,920,130,84,30,SuCS
1bob20scs,15.2,86.6,920,130,84,30.1,SuCS
1bob20scs,15.6,86.7,926,125,76,31.3,SuCS
1bob20scs,16,86.8,930,120,72,31.2,SuCS
1bob20scs,16.5,86.9,936,115,66,31.3,ESCS
1bob20scs,17,86.9,942,110,60,31.7,ESCS
1bob20scs,17.4,87,946,105,56,31.6,ESCS
1bob20scs,18.1,87.1,948,100,50,31.3,ESCS
1bob20scs,18.4,87.2,948,100,50,31.2,ESCS
1bob20scs,18.7,87.2,948,100,50,31.1,ESCS
1bob20scs,19.1,87.5,952,95,46,31,ESCS
1bob20scs,19.8,87.7,954,95,44,31.6,ESCS
1bob20scs,20.6,88,956,90,42,31.4,ESCS
1bob20scs,21.4,88.1,960,90,42,30.4,ESCS
3arb20scs,13,71.4,1004,25,3,30.3,D
3arb20scs,13.2,71.4,1004,25,3,30.1,D
3arb20scs,13.7,71.3,1004,25,3,29.9,D
3arb20scs,14.2,71.2,1003,25,4,29.8,D
3arb20scs,14.4,71.2,1003,25,4,29.9,D
3arb20scs,15,71.2,1000,30,6,30,DD
3arb20scs,15.3,71.2,1000,30,6,30.6,DD
3arb20scs,15.6,71.2,999,35,7,30.6,CS
3arb20scs,16,71.2,999,35,7,30.6,CS
3arb20scs,16.3,71.3,996,40,8,29.8,CS
3arb20scs,16,71.4,996,40,8,30.3,CS
3arb20scs,16.8,71.6,996,40,8,29.3,CS
3arb20scs,17.1,71.8,994,45,10,21.3,CS
3arb20scs,17.3,72.1,992,50,12,29.5,SCS
3arb20scs,17.6,72.3,988,55,16,29.9,SCS
3arb20scs,18.1,72.8,984,60,20,30.1,SCS
7bob20vscs,8.5,85.3,1002,25,3,29.3,D
7bob20vscs,9.3,84.5,1002,25,3,29.1,D
7bob20vscs,9.5,84.2,1002,25,3,29.1,D
7bob20vscs,9.6,84,1001,25,4,29.1,D
7bob20vscs,9.8,83.6,999,30,5,29.1,DD
7bob20vscs,10,83.3,998,30,6,29.2,DD
7bob20vscs,10,83,997,35,7,29.4,CS
7bob20vscs,10,83,997,35,7,29.4,CS
7bob20vscs,10,82.7,994,40,8,29.5,CS
7bob20vscs,10,82.6,992,45,10,29.5,CS
7bob20vscs,10.1,82.5,992,45,10,29.5,CS
7bob20vscs,10.1,82.4,992,45,10,29.5,CS
7bob20vscs,10.2,82.3,990,50,12,29.5,SCS
7bob20vscs,10.3,82.2,988,55,16,29.5,SCS
7bob20vscs,10.5,82,986,60,18,29.4,SCS
7bob20vscs,10.7,81.7,986,60,18,29.1,SCS
7bob20vscs,11,81.3,986,60,18,29.9,SCS
7bob20vscs,11.2,81,982,65,22,28.9,VSCS
7bob20vscs,11.4,80.7,982,65,22,28.8,VSCS
7bob20vscs,11.7,80.4,982,65,22,28.6,VSCS
7bob20vscs,12,80.1,982,65,22,28.4,VSCS
8arb20vscs,11.2,57.4,1000,25,4,27.2,D
8arb20vscs,11.1,55.4,998,30,6,27.8,DD
8arb20vscs,10.7,53.8,996,40,8,28,CS
8arb20vscs,10.4,52.7,992,50,12,26.4,SCS
8arb20vscs,10.4,52,982,65,22,26.1,VSCS
8arb20vscs,10.4,51.5,976,75,26,26.2,VSCS
8arb20vscs,11.3,48.5,999,30,5,27.7,DD
8arb20vscs,11.7,47.5,1000,30,5,27.5,DD
8arb20vscs,11.6,47,1001,25,4,27,D
8arb20vscs,11.6,46.8,1002,20,3,27,D
9bob20cs,7.5,88,1003,20,3,29,D
9bob20cs,7.7,87.7,1002,25,4,29.1,D
9bob20cs,7.8,87.4,1002,25,4,29.1,D
9bob20cs,7.7,87,1002,25,4,28.9,D
9bob20cs,7.8,86.6,1002,25,4,29,D
9bob20cs,7.8,86,1000,30,6,28.7,DD
9bob20cs,7.8,85.7,1000,30,6,28.6,DD
9bob20cs,7.8,85.3,1000,30,6,28.6,DD
9bob20cs,7.9,84.8,999,35,7,28.7,CS
9bob20cs,7.9,84.5,999,35,7,28.9,CS
9bob20cs,8.1,84.2,999,35,7,28.9,CS
9bob20cs,8.4,83.4,999,35,7,28.2,CS
9bob20cs,8.6,83,998,40,8,27.8,CS
9bob20cs,8.7,82.5,998,40,8,27.7,CS
9bob20cs,8.8,82.2,996,45,10,28,CS
9bob20cs,8.8,81.8,996,45,10,28,CS
9bob20cs,8.8,81.4,996,45,10,28.2,CS
9bob20cs,8.8,81.4,996,45,10,28.2,CS
9bob20cs,9.2,79.3,999,35,7,28.3,CS
9bob20cs,9.2,79.1,1000,30,6,28.5,DD
9bob20cs,9.2,78.8,1000,30,6,28.6,DD
9bob20cs,9.1,78.6,1000,30,6,28.6,DD
9bob20cs,9.1,78.6,1000,30,6,28.6,DD
9bob20cs,9.1,78.6,1000,30,6,28.6,DD
9bob20cs,9.1,78.6,1001,30,5,28.6,DD
9bob20cs,9.1,78.6,1001,30,5,28.6,DD
9bob20cs,9.1,78.6,1002,25,4,28.6,D
9bob20cs,9.1,78.6,1003,25,4,28.6,D
9bob20cs,9.1,78.6,1004,20,3,28.5,D
9bob20cs,9.1,78.6,1006,20,3,28.5,D
2bob19escs,2.7,89.7,998,25,4,30.3,D
2bob19escs,3,89.4,998,25,4,30.5,D
2bob19escs,3.2,89.2,998,25,4,30.6,D
2bob19escs,3.7,88.8,998,25,4,30.6,D
2bob19escs,4.5,88.8,997,30,5,30.8,DD
2bob19escs,4.9,88.7,996,30,6,30.7,DD
2bob19escs,5.2,88.6,995,35,7,30.6,CS
2bob19escs,5.4,88.5,994,40,8,30.4,CS
2bob19escs,5.9,88.5,992,45,10,29.9,CS
2bob19escs,6.3,88.5,992,45,10,29.9,CS
2bob19escs,6.6,88.2,992,45,10,29.8,CS
2bob19escs,6.9,87.9,992,45,10,29.9,CS
2bob19escs,7.3,87.9,992,45,10,29.6,CS
2bob19escs,7.3,87.9,992,45,10,29.6,CS
2bob19escs,7.4,87.8,992,45,10,29.6,CS
2bob19escs,7.7,87.5,992,45,10,30,CS
2bob19escs,8.2,87,992,45,10,30.7,CS
2bob19escs,8.3,86.9,992,45,10,30.7,CS
2bob19escs,8.4,86.9,992,45,10,30.7,CS
2bob19escs,8.5,86.9,992,45,10,30.7,CS
2bob19escs,8.6,86.9,992,45,10,30.6,CS
2bob19escs,8.7,86.9,992,45,10,30.6,CS
2bob19escs,9.2,86.9,992,45,10,30.5,CS
2bob19escs,9.7,86.8,992,45,10,30.5,CS
2bob19escs,10.1,86.7,986,55,16,30.4,SCS
2bob19escs,10.4,86.7,986,55,16,30.3,SCS
2bob19escs,10.8,86.6,986,55,16,30.3,SCS
2bob19escs,11.1,86.5,982,65,20,30.5,VSCS
2bob19escs,11.7,86.5,980,70,22,30.7,VSCS
2bob19escs,12.3,86.2,974,75,28,30.9,VSCS
2bob19escs,12.6,85.7,970,80,32,31.4,VSCS
2bob19escs,13,85.3,966,85,36,31.3,VSCS
2bob19escs,13.3,84.7,962,90,40,30.8,ESCS
2bob19escs,13.4,84.5,957,95,45,30.8,ESCS
2bob19escs,13.5,84.4,957,95,45,30.6,ESCS
2bob19escs,13.6,84.2,957,95,45,30.6,ESCS
2bob19escs,13.9,84,957,95,45,30.2,ESCS
2bob19escs,14.1,83.9,957,95,45,30.1,ESCS
2bob19escs,14.2,83.9,957,95,45,30.1,ESCS
2bob19escs,14.5,84.1,955,95,45,30.1,ESCS
2bob19escs,14.9,84.1,950,100,50,30.1,ESCS
2bob19escs,15.1,84.1,950,100,50,30,ESCS
2bob19escs,15.2,84.1,950,100,50,30,ESCS
2bob19escs,15.5,84.2,950,100,50,29.9,ESCS
2bob19escs,15.9,84.5,945,105,55,29.8,ESCS
2bob19escs,16.2,84.6,945,105,55,29.6,ESCS
2bob19escs,16.7,84.8,940,110,60,29.6,ESCS
2bob19escs,17.1,84.8,932,115,66,29.5,ESCS
2bob19escs,17.5,84.8,932,115,66,29.3,ESCS
2bob19escs,17.8,84.9,934,115,66,28.8,ESCS
2bob19escs,18.2,85,934,115,66,28.6,ESCS
2bob19escs,18.6,85.2,934,115,66,28.3,ESCS
2bob19escs,19.1,85.5,945,105,55,26.8,ESCS
2bob19escs,19.6,85.7,952,100,50,26.9,ESCS
3arb19vscs,11.7,71,998,25,3,30.7,D
3arb19vscs,12.5,71,998,25,3,31.1,D
3arb19vscs,12.5,70.9,997,30,4,31.1,DD
3arb19vscs,13.3,70.8,996,30,5,30.5,DD
3arb19vscs,13.9,70.6,995,35,6,30.6,CS
3arb19vscs,14.2,70.6,994,35,7,30.7,CS
3arb19vscs,14.7,70.6,993,40,8,30,CS
3arb19vscs,15,70.6,992,40,9,30.3,CS
3arb19vscs,15.2,70.6,990,45,10,30.4,CS
